Feature,Target
3.745401188473625,7.664896513423592
9.50714306409916,18.416271427266587
7.319939418114051,14.823400389299106
5.986584841970366,7.998031854738946
1.5601864044243652,2.6810290331737066
1.5599452033620265,3.834115549747546
0.5808361216819946,4.117460332847021
8.661761457749352,16.28698247895141
6.011150117432088,10.405313029077801
7.080725777960454,13.157937468751836
0.20584494295802447,2.242494121320197
9.699098521619943,20.055699262559255
8.324426408004218,15.589332408474359
2.1233911067827616,5.2733170797922355
1.8182496720710062,3.8306544428380933
1.8340450985343382,5.605380178134455
3.0424224295953772,4.68073867143605
5.247564316322379,9.839804339449222
4.319450186421157,7.854684066578
2.9122914019804194,2.8975529076966016
6.118528947223795,12.829298448576742
1.3949386065204183,3.3119877574006154
2.9214464853521815,5.853119883989285
3.663618432936917,6.85806259912354
4.56069984217036,6.290658200239891
7.851759613930136,14.862228582329555
1.9967378215835974,3.3080466101136556
5.142344384136116,8.680134229828994
5.924145688620425,11.525719953908832
0.46450412719997725,1.7371099680290314
6.075448519014383,15.923268840449827
1.7052412368729153,3.7596380994095084
0.6505159298527952,1.816132641151119
9.488855372533333,18.82881891353433
9.656320330745594,15.475098230893105
8.08397348116461,16.114919211430788
3.0461376917337066,6.212735803349466
0.9767211400638387,6.87992650509825
6.842330265121569,13.299938600680893
4.4015249373960135,9.406144559459252
1.2203823484477883,2.37134115748509
4.951769101112702,7.566182126986339
0.34388521115218396,2.973416051334409
9.093204020787821,19.69027410694919
2.587799816000169,6.757663526086432
6.62522284353982,11.431670777490162
3.1171107608941098,9.039810143660418
5.200680211778108,7.5976582979716545
5.4671027934327965,12.107919774466133
1.8485445552552704,8.078000362130497
9.695846277645586,17.410619905029794
7.7513282336111455,14.370061008016748
9.394989415641891,18.989281561459066
8.948273504276488,16.889595700320577
5.978999788110851,8.856672714089438
9.218742350231167,18.57461065007439
0.884925020519195,-0.3547573864138198
1.959828624191452,4.866842109653267
0.45227288910538066,-0.934302690256845
3.2533033076326436,9.606475425300367
3.8867728968948203,6.207039209117166
2.713490317738959,4.782857603066566
8.287375091519294,18.20178461777793
3.567533266935893,4.673337901003876
2.8093450968738076,6.073610062955874
5.426960831582485,13.468207171729826
1.4092422497476265,-0.39648196962720217
8.021969807540398,16.413207332145404
0.7455064367977082,2.0107784620922633
9.868869366005173,21.301384475564966
7.722447692966574,12.970993964176984
1.987156815341724,1.3334004045148955
0.05522117123602399,1.1543254737058433
8.154614284548341,16.903197915563055
7.068573438476172,14.638132577644097
7.2900716804098735,15.273039779813699
7.712703466859457,14.065357490561933
0.7404465173409036,1.9454004290038143
3.5846572854427263,7.755459517482815
1.1586905952512971,0.8886783544498587
8.631034258755935,20.993617539801384
6.232981268275579,13.413628378374733
3.308980248526492,4.235353502647687
0.6355835028602363,2.584274222988132
3.109823217156622,4.270283093858601
3.2518332202674705,8.077835648019844
7.29606178338064,16.909314724776088
6.3755747135521315,11.109784790400841
8.872127425763265,19.671007110015175
4.722149251619493,10.269860357111982
1.195942459383017,4.036005238755014
7.13244787222995,18.058481709767793
7.607850486168974,14.724924740332208
5.612771975694963,9.718071622674946
7.70967179954561,13.640314739840175
4.937955963643907,8.24429135735694
5.227328293819941,10.300453168811673
4.275410183585496,9.23312431680428
0.2541912674409519,1.0617641335419419
1.0789142699330445,3.8121950379381366
